"RegimenClara","Zona","Calidad","Edad","AB","Dm","Dq","Ho","VCC20","VCC7"
"M2",0,11,1,0.00,0.00,0.00,0.21,0.00,0.00
"M2",0,11,2,0.00,0.06,0.06,0.58,0.00,0.00
"M2",0,11,3,0.02,0.43,0.45,1.04,0.00,0.00
"M2",0,11,4,0.16,1.23,1.27,1.56,0.00,0.00
"M2",0,11,5,0.57,2.33,2.40,2.13,0.00,0.00
"M2",0,11,6,1.35,3.60,3.71,2.73,0.00,0.00
"M2",0,11,7,2.54,4.94,5.08,3.35,0.00,0.44
"M2",0,11,8,4.10,6.29,6.47,3.98,0.00,3.60
"M2",0,11,9,6.00,7.61,7.82,4.61,0.00,4.60
"M2",0,11,10,8.15,8.87,9.11,5.25,0.00,9.12
"M2",0,11,11,10.51,10.08,10.35,5.88,0.00,19.45
"M2",0,11,12,13.01,11.22,11.51,6.50,0.00,26.36
"M2",0,11,13,15.62,12.29,12.61,7.12,0.00,34.61
"M2",0,11,14,18.28,13.30,13.65,7.72,0.05,49.72
"M2",0,11,14,16.34,14.08,14.42,7.72,0.05,46.25
"M2",0,11,15,18.85,15.12,15.49,8.30,0.99,59.28
"M2",0,11,16,21.38,16.11,16.50,8.88,3.01,71.19
"M2",0,11,17,23.91,17.03,17.45,9.43,6.58,86.02
"M2",0,11,18,26.42,17.91,18.34,9.97,11.70,101.13
"M2",0,11,19,28.91,18.73,19.19,10.49,18.63,115.71
"M2",0,11,20,31.37,19.51,19.98,11.00,27.73,129.93
"M2",0,11,21,33.78,20.25,20.74,11.49,38.84,146.30
"M2",0,11,22,36.15,20.95,21.45,11.96,52.13,164.95
"M2",0,11,22,29.96,22.84,23.34,11.96,52.13,139.31
"M2",0,11,23,32.04,23.62,24.14,12.42,73.67,154.25
"M2",0,11,24,34.09,24.36,24.90,12.86,88.28,169.66
"M2",0,11,25,36.10,25.07,25.62,13.28,103.37,185.63
"M2",0,11,26,38.07,25.75,26.31,13.69,119.09,202.13
"M2",0,11,27,39.99,26.39,26.97,14.08,135.73,219.13
"M2",0,11,28,41.88,27.00,27.60,14.46,151.86,235.30
"M2",0,11,29,43.72,27.59,28.20,14.83,167.92,251.48
"M2",0,11,30,45.51,28.15,28.77,15.18,184.38,267.61
"M2",0,11,30,26.47,32.90,33.52,15.18,130.31,158.91
"M2",0,11,31,27.78,33.70,34.34,15.52,139.60,168.40
"M2",0,11,32,29.06,34.47,35.12,15.85,152.03,180.28
"M2",0,11,33,30.33,35.22,35.88,16.16,163.24,191.07
"M2",0,11,34,31.57,35.94,36.60,16.47,175.05,202.39
"M2",0,11,35,32.79,36.63,37.31,16.76,187.59,214.39
"M2",0,11,36,34.00,37.30,37.99,17.04,199.15,225.60
"M2",0,11,37,35.18,37.94,38.64,17.31,210.47,236.57
"M2",0,11,38,36.34,38.56,39.27,17.58,222.83,248.54
"M2",0,11,39,37.48,39.17,39.88,17.83,235.11,260.51
"M2",0,11,40,38.60,39.75,40.48,18.07,246.76,271.77
"M2",0,11,40,0.00,0.00,0.00,0.00,0.00,0.00
"M2",0,16,1,0.00,0.00,0.00,0.33,0.00,0.00
"M2",0,16,2,0.01,0.27,0.27,0.91,0.00,0.00
"M2",0,16,3,0.16,1.28,1.30,1.63,0.00,0.00
"M2",0,16,4,0.83,2.87,2.91,2.44,0.00,0.00
"M2",0,16,5,2.27,4.73,4.81,3.31,0.00,0.00
"M2",0,16,6,4.49,6.65,6.76,4.22,0.00,4.10
"M2",0,16,7,7.37,8.51,8.66,5.16,0.00,5.45
"M2",0,16,8,10.75,10.28,10.46,6.10,0.00,22.65
"M2",0,16,9,14.47,11.92,12.14,7.04,0.00,32.33
"M2",0,16,10,18.42,13.44,13.70,7.97,0.00,50.14
"M2",0,16,11,22.48,14.84,15.13,8.89,0.24,78.06
"M2",0,16,12,26.58,16.14,16.45,9.78,2.75,99.23
"M2",0,16,13,30.67,17.33,17.68,10.66,9.35,127.00
"M2",0,16,14,34.71,18.43,18.80,11.50,19.43,155.79
"M2",0,16,14,31.37,19.61,19.98,11.50,19.43,143.12
"M2",0,16,15,35.11,20.74,21.14,12.32,44.23,164.19
"M2",0,16,16,38.77,21.79,22.22,13.12,69.15,196.91
"M2",0,16,17,42.35,22.76,23.22,13.88,96.53,229.76
"M2",0,16,18,45.83,23.67,24.16,14.61,125.64,262.10
"M2",0,16,19,49.20,24.52,25.03,15.32,155.81,294.60
"M2",0,16,20,52.47,25.32,25.85,16.00,188.20,329.44
"M2",0,16,21,55.63,26.06,26.61,16.65,221.59,364.49
"M2",0,16,22,58.68,26.76,27.33,17.28,254.45,398.20
"M2",0,16,22,49.01,29.29,29.86,17.28,243.86,336.94
"M2",0,16,23,51.72,30.08,30.67,17.88,271.74,362.12
"M2",0,16,24,54.35,30.83,31.44,18.45,303.99,394.12
"M2",0,16,25,56.90,31.54,32.17,19.00,335.87,425.56
"M2",0,16,26,59.37,32.21,32.86,19.53,367.31,456.46
"M2",0,16,27,61.76,32.85,33.52,20.03,397.77,486.28
"M2",0,16,28,64.08,33.46,34.14,20.52,429.84,517.64
"M2",0,16,29,66.32,34.03,34.73,20.98,462.22,549.54
"M2",0,16,30,68.50,34.58,35.30,21.42,492.99,579.79
"M2",0,16,30,39.68,40.32,41.04,21.42,313.77,339.96
"M2",0,16,31,41.32,41.15,41.88,21.85,326.70,354.83
"M2",0,16,32,42.92,41.93,42.68,22.26,347.78,375.58
"M2",0,16,33,44.48,42.69,43.45,22.65,369.36,396.70
"M2",0,16,34,46.01,43.42,44.19,23.03,390.68,417.65
"M2",0,16,35,47.51,44.12,44.90,23.39,411.19,437.81
"M2",0,16,36,48.97,44.79,45.59,23.73,431.21,457.58
"M2",0,16,37,50.39,45.43,46.25,24.07,451.36,477.44
"M2",0,16,38,51.79,46.06,46.88,24.38,470.29,496.18
"M2",0,16,39,53.15,46.66,47.50,24.69,490.51,516.16
"M2",0,16,40,54.48,47.24,48.09,24.99,509.39,534.93
"M2",0,16,40,0.00,0.00,0.00,0.00,0.00,0.00
"M2",0,21,1,0.00,0.02,0.02,0.47,0.00,0.00
"M2",0,21,2,0.06,0.77,0.78,1.30,0.00,0.00
"M2",0,21,3,0.74,2.72,2.74,2.32,0.00,0.00
"M2",0,21,4,2.72,5.22,5.27,3.46,0.00,0.00
"M2",0,21,5,6.10,7.80,7.88,4.68,0.00,4.70
"M2",0,21,6,10.57,10.26,10.37,5.93,0.00,24.09
"M2",0,21,7,15.76,12.51,12.67,7.20,0.00,35.90
"M2",0,21,8,21.36,14.56,14.75,8.47,0.00,70.61
"M2",0,21,9,27.15,16.40,16.63,9.72,1.29,104.82
"M2",0,21,10,32.97,18.05,18.33,10.95,11.93,142.37
"M2",0,21,11,38.72,19.55,19.86,12.14,29.17,184.39
"M2",0,21,12,44.32,20.90,21.25,13.29,57.79,223.98
"M2",0,21,13,49.74,22.13,22.51,14.41,101.60,280.53
"M2",0,21,14,54.95,23.25,23.66,15.48,149.68,336.35
"M2",0,21,14,49.42,24.67,25.08,15.48,149.68,304.73
"M2",0,21,15,54.18,25.82,26.26,16.51,208.02,354.21
"M2",0,21,16,58.75,26.87,27.35,17.49,259.16,407.03
"M2",0,21,17,63.13,27.85,28.35,18.43,309.86,458.01
"M2",0,21,18,67.32,28.74,29.28,19.33,362.81,510.72
"M2",0,21,19,71.34,29.58,30.14,20.18,419.65,568.36
"M2",0,21,20,75.17,30.35,30.94,21.00,477.37,626.28
"M2",0,21,21,78.84,31.07,31.68,21.78,532.32,681.17
"M2",0,21,22,82.36,31.74,32.38,22.52,586.49,735.15
"M2",0,21,22,67.93,34.51,35.15,22.52,523.51,612.38
"M2",0,21,23,71.06,35.29,35.95,23.22,564.39,655.20
"M2",0,21,24,74.07,36.02,36.71,23.89,612.29,702.30
"M2",0,21,25,76.97,36.71,37.42,24.53,658.82,748.07
"M2",0,21,26,79.76,37.36,38.09,25.14,705.49,793.91
"M2",0,21,27,82.44,37.97,38.72,25.72,753.80,841.72
"M2",0,21,28,85.02,38.55,39.33,26.27,800.17,887.69
"M2",0,21,29,87.51,39.10,39.90,26.80,845.55,932.70
"M2",0,21,30,89.90,39.62,40.44,27.30,891.86,978.59
"M2",0,21,30,51.85,46.10,46.91,27.30,543.08,568.59
"M2",0,21,31,53.72,46.92,47.75,27.78,562.15,590.72
"M2",0,21,32,55.54,47.70,48.55,28.24,590.98,619.29
"M2",0,21,33,57.31,48.45,49.32,28.68,626.31,654.10
"M2",0,21,34,59.03,49.17,50.05,29.09,652.55,680.27
"M2",0,21,35,60.71,49.86,50.76,29.49,681.54,709.14
"M2",0,21,36,62.34,50.52,51.44,29.88,707.27,734.69
"M2",0,21,37,63.93,51.16,52.09,30.24,738.08,765.20
"M2",0,21,38,65.48,51.77,52.72,30.59,770.23,797.08
"M2",0,21,39,66.99,52.36,53.32,30.93,795.04,821.89
"M2",0,21,40,68.46,52.93,53.90,31.25,822.38,848.89
"M2",0,21,40,0.00,0.00,0.00,0.00,0.00,0.00
"M2",0,26,1,0.00,0.10,0.10,0.65,0.00,0.00
"M2",0,26,2,0.30,1.75,1.75,1.78,0.00,0.00
"M2",0,26,3,2.35,4.87,4.89,3.15,0.00,0.00
"M2",0,26,4,6.81,8.28,8.33,4.66,0.00,4.68
"M2",0,26,5,13.12,11.48,11.56,6.26,0.00,31.28
"M2",0,26,6,20.52,14.34,14.46,7.89,0.00,50.38
"M2",0,26,7,28.41,16.85,17.01,9.52,0.43,110.71
"M2",0,26,8,36.40,19.05,19.26,11.12,18.69,162.85
"M2",0,26,9,44.25,20.98,21.23,12.69,45.79,214.15
"M2",0,26,10,51.83,22.68,22.98,14.21,109.18,290.09
"M2",0,26,11,59.07,24.20,24.53,15.67,180.52,369.36
"M2",0,26,12,65.94,25.54,25.92,17.07,255.05,448.18
"M2",0,26,13,72.44,26.75,27.16,18.40,334.67,532.42
"M2",0,26,14,78.56,27.84,28.29,19.67,413.83,612.41
"M2",0,26,14,70.22,29.45,29.90,19.67,402.85,552.31
"M2",0,26,15,75.76,30.57,31.06,20.87,480.56,628.47
"M2",0,26,16,81.01,31.59,32.12,22.01,563.55,711.43
"M2",0,26,17,85.97,32.52,33.08,23.09,643.83,791.04
"M2",0,26,18,90.66,33.38,33.98,24.12,725.13,872.29
"M2",0,26,19,95.11,34.17,34.80,25.08,807.13,954.02
"M2",0,26,20,99.32,34.90,35.56,26.00,886.20,1032.83
"M2",0,26,21,103.31,35.58,36.27,26.87,963.44,1109.51
"M2",0,26,22,107.10,36.21,36.93,27.68,1035.33,1181.06
"M2",0,26,22,88.37,39.37,40.09,27.68,899.69,982.30
"M2",0,26,23,91.80,40.12,40.86,28.46,956.97,1044.77
"M2",0,26,24,95.08,40.81,41.59,29.19,1020.76,1108.34
"M2",0,26,25,98.21,41.46,42.27,29.89,1086.32,1173.39
"M2",0,26,26,101.21,42.08,42.91,30.54,1148.33,1235.19
"M2",0,26,27,104.07,42.66,43.51,31.17,1212.64,1299.21
"M2",0,26,28,106.82,43.20,44.08,31.76,1272.87,1359.28
"M2",0,26,29,109.45,43.72,44.62,32.32,1328.75,1415.19
"M2",0,26,30,111.98,44.21,45.13,32.85,1385.60,1471.72
"M2",0,26,30,64.84,51.54,52.46,32.85,832.31,858.08
"M2",0,26,31,66.90,52.34,53.29,33.35,865.07,893.60
"M2",0,26,32,68.90,53.11,54.08,33.83,900.80,929.31
"M2",0,26,33,70.84,53.85,54.83,34.29,939.27,967.66
"M2",0,26,34,72.72,54.55,55.55,34.73,978.14,1006.34
"M2",0,26,35,74.54,55.22,56.25,35.14,1016.05,1044.13
"M2",0,26,36,76.31,55.87,56.91,35.54,1052.51,1080.54
"M2",0,26,37,78.03,56.49,57.55,35.91,1088.00,1115.89
"M2",0,26,38,79.69,57.08,58.16,36.27,1121.26,1149.17
"M2",0,26,39,81.31,57.66,58.75,36.62,1151.39,1179.29
"M2",0,26,40,82.89,58.21,59.31,36.94,1191.61,1219.19
"M2",0,26,40,0.00,0.00,0.00,0.00,0.00,0.00
"M2",0,7,1,0.00,0.00,0.00,0.13,0.00,0.00
"M2",0,7,2,0.00,0.01,0.01,0.35,0.00,0.00
"M2",0,7,3,0.00,0.11,0.12,0.62,0.00,0.00
"M2",0,7,4,0.02,0.41,0.45,0.94,0.00,0.00
"M2",0,7,5,0.10,0.94,1.02,1.29,0.00,0.00
"M2",0,7,6,0.31,1.66,1.77,1.65,0.00,0.00
"M2",0,7,7,0.68,2.49,2.63,2.04,0.00,0.00
"M2",0,7,8,1.25,3.40,3.57,2.43,0.00,0.00
"M2",0,7,9,2.03,4.34,4.54,2.83,0.00,0.23
"M2",0,7,10,2.99,5.29,5.52,3.23,0.00,2.17
"M2",0,7,11,4.13,6.23,6.48,3.63,0.00,2.98
"M2",0,7,12,5.41,7.14,7.42,4.03,0.00,3.83
"M2",0,7,13,6.82,8.03,8.33,4.43,0.00,5.69
"M2",0,7,14,8.32,8.88,9.21,4.82,0.00,9.93
"M2",0,7,14,7.31,9.32,9.65,4.82,0.00,9.24
"M2",0,7,15,8.75,10.21,10.56,5.20,0.00,13.67
"M2",0,7,16,10.26,11.07,11.43,5.58,0.00,17.32
"M2",0,7,17,11.82,11.89,12.27,5.95,0.00,21.50
"M2",0,7,18,13.42,12.67,13.07,6.31,0.02,28.09
"M2",0,7,19,15.03,13.42,13.84,6.66,0.14,35.29
"M2",0,7,20,16.66,14.13,14.57,7.00,0.49,42.45
"M2",0,7,21,18.30,14.82,15.27,7.33,1.14,49.23
"M2",0,7,22,19.94,15.47,15.93,7.66,2.23,55.81
"M2",0,7,22,17.21,17.23,17.69,7.66,2.23,49.50
"M2",0,7,23,18.69,17.97,18.44,7.97,7.00,56.08
"M2",0,7,24,20.17,18.67,19.15,8.27,10.24,62.82
"M2",0,7,25,21.64,19.34,19.84,8.57,14.30,69.53
"M2",0,7,26,23.10,19.99,20.50,8.85,18.87,76.14
"M2",0,7,27,24.54,20.61,21.13,9.13,24.12,83.39
"M2",0,7,28,25.97,21.20,21.73,9.40,30.15,91.58
"M2",0,7,29,27.38,21.77,22.32,9.66,36.67,99.80
"M2",0,7,30,28.77,22.32,22.87,9.91,43.65,108.27
"M2",0,7,30,17.02,26.32,26.87,9.91,38.15,65.95
"M2",0,7,31,18.01,27.08,27.64,10.15,44.22,69.81
"M2",0,7,32,18.99,27.82,28.39,10.38,50.12,75.56
"M2",0,7,33,19.97,28.53,29.11,10.61,55.87,81.16
"M2",0,7,34,20.94,29.22,29.81,10.83,62.26,87.27
"M2",0,7,35,21.90,29.89,30.48,11.04,68.11,92.82
"M2",0,7,36,22.85,30.53,31.14,11.25,73.87,98.30
"M2",0,7,37,23.78,31.16,31.77,11.44,80.13,104.25
"M2",0,7,38,24.71,31.76,32.38,11.64,86.11,109.89
"M2",0,7,39,25.63,32.35,32.98,11.82,92.24,115.74
"M2",0,7,40,26.53,32.92,33.56,12.00,98.36,121.59
"M2",0,7,40,0.00,0.00,0.00,0.00,0.00,0.00
"M2",1,11,1,0.00,0.00,0.00,0.21,0.00,0.00
"M2",1,11,2,0.00,0.13,0.13,0.58,0.00,0.00
"M2",1,11,3,0.06,0.74,0.76,1.04,0.00,0.00
"M2",1,11,4,0.34,1.81,1.85,1.56,0.00,0.00
"M2",1,11,5,1.02,3.15,3.22,2.12,0.00,0.00
"M2",1,11,6,2.17,4.59,4.70,2.72,0.00,0.02
"M2",1,11,7,3.75,6.03,6.18,3.34,0.00,2.98
"M2",1,11,8,5.69,7.43,7.61,3.97,0.00,3.80
"M2",1,11,9,7.90,8.76,8.97,4.61,0.00,6.63
"M2",1,11,10,10.31,10.01,10.25,5.24,0.00,17.19
"M2",1,11,11,12.85,11.17,11.44,5.87,0.00,24.00
"M2",1,11,12,15.47,12.26,12.55,6.50,0.00,30.91
"M2",1,11,13,18.12,13.26,13.58,7.11,0.02,45.09
"M2",1,11,14,20.77,14.20,14.55,7.71,0.22,60.27
"M2",1,11,14,18.92,15.17,15.52,7.71,0.22,55.52
"M2",1,11,15,21.41,16.14,16.51,8.30,2.52,66.71
"M2",1,11,16,23.87,17.04,17.43,8.87,5.74,81.00
"M2",1,11,17,26.30,17.89,18.30,9.43,10.20,95.36
"M2",1,11,18,28.68,18.68,19.11,9.97,16.42,109.29
"M2",1,11,19,31.01,19.42,19.87,10.49,24.36,122.63
"M2",1,11,20,33.28,20.11,20.58,11.00,34.18,136.79
"M2",1,11,21,35.48,20.77,21.26,11.49,45.91,154.06
"M2",1,11,22,37.63,21.38,21.89,11.96,58.97,171.81
"M2",1,11,22,31.28,23.35,23.85,11.96,58.97,145.33
"M2",1,11,23,33.18,24.04,24.57,12.42,79.23,158.30
"M2",1,11,24,35.03,24.70,25.24,12.86,92.50,172.35
"M2",1,11,25,36.83,25.33,25.88,13.29,107.18,188.11
"M2",1,11,26,38.58,25.92,26.49,13.70,121.59,203.31
"M2",1,11,27,40.28,26.49,27.07,14.09,136.33,218.52
"M2",1,11,28,41.94,27.02,27.62,14.47,151.31,233.83
"M2",1,11,29,43.55,27.54,28.14,14.84,165.62,248.11
"M2",1,11,30,45.11,28.02,28.65,15.20,180.01,262.18
"M2",1,11,30,26.28,32.78,33.40,15.20,128.17,156.74
"M2",1,11,31,27.45,33.50,34.13,15.54,136.14,164.66
"M2",1,11,32,28.59,34.19,34.83,15.87,146.57,174.76
"M2",1,11,33,29.71,34.85,35.51,16.18,158.02,185.74
"M2",1,11,34,30.81,35.49,36.16,16.49,168.76,196.05
"M2",1,11,35,31.88,36.11,36.79,16.78,178.82,205.77
"M2",1,11,36,32.94,36.70,37.39,17.06,189.56,216.08
"M2",1,11,37,33.97,37.27,37.97,17.34,199.72,226.00
"M2",1,11,38,34.98,37.82,38.53,17.60,211.15,237.06
"M2",1,11,39,35.97,38.35,39.07,17.86,221.43,247.04
"M2",1,11,40,36.94,38.87,39.60,18.10,230.85,256.22
"M2",1,11,40,0.00,0.00,0.00,0.00,0.00,0.00
"M2",1,16,1,0.00,0.01,0.01,0.35,0.00,0.00
"M2",1,16,2,0.03,0.57,0.58,0.98,0.00,0.00
"M2",1,16,3,0.44,2.11,2.13,1.74,0.00,0.00
"M2",1,16,4,1.73,4.15,4.19,2.60,0.00,0.00
"M2",1,16,5,3.98,6.29,6.37,3.51,0.00,3.35
"M2",1,16,6,7.04,8.36,8.47,4.46,0.00,4.45
"M2",1,16,7,10.66,10.27,10.42,5.42,0.00,20.81
"M2",1,16,8,14.61,12.01,12.20,6.38,0.00,30.11
"M2",1,16,9,18.73,13.59,13.81,7.33,0.00,46.53
"M2",1,16,10,22.91,15.02,15.28,8.26,0.11,75.29
"M2",1,16,11,27.07,16.31,16.60,9.17,2.33,95.71
"M2",1,16,12,31.14,17.49,17.81,10.06,8.84,122.16
"M2",1,16,13,35.09,18.56,18.91,10.91,18.29,149.98
"M2",1,16,14,38.92,19.53,19.91,11.74,31.63,174.69
"M2",1,16,14,34.36,20.54,20.92,11.74,31.63,157.23
"M2",1,16,15,37.82,21.54,21.94,12.53,59.02,181.55
"M2",1,16,16,41.16,22.46,22.89,13.28,83.95,212.36
"M2",1,16,17,44.37,23.31,23.77,14.01,109.71,241.94
"M2",1,16,18,47.46,24.10,24.58,14.70,136.09,270.09
"M2",1,16,19,50.42,24.83,25.34,15.37,163.80,300.47
"M2",1,16,20,53.26,25.51,26.04,16.00,193.20,332.21
"M2",1,16,21,55.98,26.15,26.70,16.60,221.21,361.64
"M2",1,16,22,58.59,26.74,27.31,17.18,249.48,390.41
"M2",1,16,22,48.92,29.26,29.83,17.18,239.33,331.01
"M2",1,16,23,51.26,29.94,30.53,17.73,261.28,349.63
"M2",1,16,24,53.51,30.59,31.20,18.25,289.07,377.17
"M2",1,16,25,55.67,31.20,31.82,18.75,316.18,404.21
"M2",1,16,26,57.76,31.77,32.41,19.23,342.50,430.02
"M2",1,16,27,59.77,32.31,32.97,19.68,367.37,454.39
"M2",1,16,28,61.71,32.83,33.50,20.12,392.69,479.09
"M2",1,16,29,63.57,33.31,34.01,20.53,417.78,503.68
"M2",1,16,30,65.37,33.78,34.48,20.92,441.71,527.43
"M2",1,16,30,38.29,39.61,40.31,20.92,291.29,317.49
"M2",1,16,31,39.70,40.33,41.05,21.30,300.35,327.94
"M2",1,16,32,41.08,41.02,41.75,21.66,316.55,343.68
"M2",1,16,33,42.42,41.68,42.43,22.01,334.46,361.29
"M2",1,16,34,43.72,42.31,43.08,22.33,350.19,376.77
"M2",1,16,35,44.99,42.92,43.70,22.65,369.31,395.44
"M2",1,16,36,46.23,43.51,44.29,22.95,385.14,411.06
"M2",1,16,37,47.44,44.07,44.87,23.24,400.37,426.04
"M2",1,16,38,48.61,44.61,45.42,23.52,415.26,440.74
"M2",1,16,39,49.76,45.13,45.95,23.78,431.52,456.73
"M2",1,16,40,50.87,45.64,46.47,24.04,447.46,472.33
"M2",1,16,40,0.00,0.00,0.00,0.00,0.00,0.00
"M2",1,21,1,0.00,0.09,0.09,0.56,0.00,0.00
"M2",1,21,2,0.26,1.62,1.62,1.53,0.00,0.00
"M2",1,21,3,1.94,4.42,4.44,2.70,0.00,0.00
"M2",1,21,4,5.51,7.45,7.49,3.99,0.00,3.91
"M2",1,21,5,10.51,10.27,10.35,5.33,0.00,23.29
"M2",1,21,6,16.32,12.77,12.89,6.68,0.00,34.19
"M2",1,21,7,22.46,14.97,15.13,8.03,0.00,75.62
"M2",1,21,8,28.65,16.88,17.08,9.34,1.34,106.30
"M2",1,21,9,34.71,18.57,18.80,10.62,14.29,146.62
"M2",1,21,10,40.55,20.05,20.32,11.84,31.86,187.18
"M2",1,21,11,46.11,21.36,21.67,13.00,63.13,227.47
"M2",1,21,12,51.37,22.52,22.88,14.11,108.28,283.92
"M2",1,21,13,56.34,23.57,23.96,15.16,154.33,336.25
"M2",1,21,14,61.02,24.51,24.93,16.15,199.64,384.10
"M2",1,21,14,54.59,25.95,26.36,16.15,196.46,345.52
"M2",1,21,15,58.83,26.92,27.37,17.08,251.26,394.72
"M2",1,21,16,62.83,27.80,28.28,17.96,296.14,439.30
"M2",1,21,17,66.62,28.61,29.12,18.79,338.90,480.72
"M2",1,21,18,70.20,29.36,29.90,19.57,388.61,531.45
"M2",1,21,19,73.58,30.05,30.61,20.31,437.97,581.34
"M2",1,21,20,76.79,30.68,31.27,21.00,484.89,628.22
"M2",1,21,21,79.83,31.27,31.88,21.65,529.34,672.53
"M2",1,21,22,82.70,31.81,32.45,22.26,571.78,714.38
"M2",1,21,22,68.20,34.58,35.22,22.26,511.27,597.06
"M2",1,21,23,70.82,35.23,35.89,22.84,542.04,629.02
"M2",1,21,24,73.32,35.84,36.52,23.39,578.73,665.00
"M2",1,21,25,75.71,36.41,37.11,23.90,614.90,700.23
"M2",1,21,26,77.99,36.94,37.66,24.38,649.03,733.49
"M2",1,21,27,80.18,37.45,38.19,24.84,682.18,766.00
"M2",1,21,28,82.27,37.93,38.68,25.27,718.60,801.97
"M2",1,21,29,84.27,38.38,39.15,25.68,751.92,835.04
"M2",1,21,30,86.20,38.80,39.60,26.07,784.99,867.74
"M2",1,21,30,49.75,45.16,45.95,26.07,488.75,513.59
"M2",1,21,31,51.33,45.87,46.67,26.44,500.09,527.14
"M2",1,21,32,52.86,46.54,47.37,26.79,523.85,550.60
"M2",1,21,33,54.35,47.19,48.03,27.12,542.17,568.86
"M2",1,21,34,55.79,47.81,48.66,27.43,566.08,592.45
"M2",1,21,35,57.19,48.40,49.27,27.73,585.04,611.17
"M2",1,21,36,58.55,48.97,49.85,28.01,609.98,635.75
"M2",1,21,37,59.86,49.51,50.40,28.28,627.08,652.72
"M2",1,21,38,61.14,50.04,50.94,28.54,647.61,672.98
"M2",1,21,39,62.39,50.54,51.46,28.79,662.96,688.31
"M2",1,21,40,63.59,51.02,51.95,29.02,685.22,710.29
"M2",1,21,40,0.00,0.00,0.00,0.00,0.00,0.00
"M2",1,26,1,0.02,0.40,0.40,0.87,0.00,0.00
"M2",1,26,2,1.28,3.60,3.61,2.35,0.00,0.00
"M2",1,26,3,6.04,7.83,7.85,4.09,0.00,4.02
"M2",1,26,4,13.55,11.70,11.75,5.95,0.00,30.69
"M2",1,26,5,22.29,14.98,15.07,7.82,0.00,79.61
"M2",1,26,6,31.29,17.73,17.85,9.66,0.79,119.54
"M2",1,26,7,40.04,20.02,20.20,11.42,28.07,185.95
